bahnar,vietnamese,reference
"Khui lĭnh hrôt hrat jur tơ teh duh bĭ 'bôh bu dĭ, 'bôh 'baĭ mình pôm Kĭt Drŏk iĕ iĕn 'mê̆ kơnĭ oei dui tơlâi hre.","Quân lính nhà trời rầm rộ kéo xuống trần gian không thấy ai cả, ngoài chú Tam-cứ-tróc tí hon và xấu xí đang ra sức kéo dây mây.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Khui mu pơma Bahnar kơdâu tơ tơring Bahnar, mu pơma nâr Sơdang, Jrai, Rơngao,v,v...","Gia rai, Rơngao, Tóp nói tiếng Bahnar thì chạy đi ở xứ Bahnar; bọn nói tiếng Xơ’đăng, v.v...",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Khui tơdăm khĭn pran jâp dêh tok kơdŭ rôih truh tơ Bia bu bu duh 'moih gơh iŏk Bia pơm hơkăn.,Trai tráng khắp cùng con suối khắp ngọn núi cao náo nức cưỡi voi đến ngỏ ý xin hỏi nàng làm vợ.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Khul dân vân rim kơ̆p xang tơtam pơđăp ‘bơl đon ăn kơ̆p uy pơgơr pơm tơdrong dân vân,Ban dân vận các cấp kịp thời tham mưu cấp ủy chỉ đạo triển khai thực hiện nhiệm vụ cơng tác dân vận.,Kon Tum\Văn bản phát thanh\TT-CS bai 01.xlsx
Khul khảo sát yua ‘Bŏk Ly Hoai Nam – Trương khul kinh tê – xaõ hôi HĐND huyên pơgơr bỡ Jang.,Đoàn khảo sát do ơng Lý Hoài Nam – Trưởng Ban Kinh tế - Xã hội HDND huyện chủ trì buổi làm việc.,Kon Tum\Văn bản phát thanh\TT-CS bai 01.xlsx
Khul điêu phôi dư̆ an hla nhĕt an toan tinh Binh Đinh nao phối hợp Phong nông nghiêp păng pơjing cham pơlei huyên khai giang khoa đao tao tơmăn ba ăn nă ma adrin tơdrong wă pôtăm hla nhĕt an toan dônơ xa Vinh Sôn,Ban điều phối Dự án rau an toàn tỉnh Bình Định vừa phối hợp Phòng Nông nchihệp – PTNT huyện khai giảng khóa đào tạo trên đồng ruộng cho nông dân nhóm cùng sở thích trồng rau an toàn tại xã Vĩnh Sơn,Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
Khêl ko'läng bo'ng dak krong.,Cái khiên đẹp chận nước sông,Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx
"Khêl kơđang, yang pơdõ?","Khiên lật ngừa, yang ngồi trên?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Khêl pơđang, tang pơđõ.",Cái khiên đặt ngừa ông thần ngồi trẽn,Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx
"Khêl xang lâng, jing bar tõ","Khiên đã khéo, chân một cặp",Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx
Khăi lươc lich sư đang công san Viêt Nam; Cương linh tôjung pơm teh đak lơ̆m jônang quă đô kjung chu nghia xa hôi; tơdrong kô ‘ban đơ̆ng điêu lê đang công san Viêt Nam; Hŏk tơ̆p păng pơm ‘boi  nưih sôngưm yăl arih alưng liêm Hô Chi Minh păng pran đei oei tômưt đang viên đang công san Viêt Nam,"Khái lược lịch sử Đảng Cộng sản Việt Nam; Cương lĩnh xây dựng đất nước trong thời kỳ quá độ lên Chủ nghĩa xã hội; Nội dung cơ bản của Điều lệ Đảng Cộng sản Việt Nam; Học tập và làm theo tư tưởng, phong cách Hồ Chí Minh và phấn đấu trở thành đảng viên Đảng Cộng sản Việt Nam, đạo đức",Kon Tum\Văn bản phát thanh\TT-CS bai 02.xlsx
Khẽ khồ gỗ atâu?,Sột soạt nồi ma?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Ki nghĭ đĭnh kơ số 86/2015/NĐ-CP dĭhh chĭnh phu păng kuyêt đĭnh sô̆ 55/2015/QĐ-UBND dĭh UBND tinh,Theo Nghị định số 86/2015/NĐ-CP của Chính phủ và Quyết định số 55/2015/QĐ-UBND của UBND tỉnh,Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx
"Kial habut mà krirp krenh, plenh giàm wà halih boih lah.","Gió bão thổi ầm ầm, trời gần sập đó.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kial tơ hlu,Gió thổi,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Kial tơhlu,Gió thổi,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
"Kiê̆n thưk, ky năng phong dâ̆t xâm hăi tinh yuk păng 'băo lưk ăn đe kon dră kăn păng đe hyoh ăn mĭ, 'bă, khul thanh viên lơm unh hnam, bơ ngai pơm drong kông tak 'Binẖ đăng yơ̆i păng 'bao vê̆, vai ver de haioh","Kiến thức, chăm sóc trẻ em, các thành viên gia đình, kỹ năng phòng ngừa xâm hại tình dục và bạo lực đối với phụ nữ và trẻ em cho cha, mẹ, người làm công tác bình đẳng giới và bảo vệ",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx
"Kio kơ công tác thường thực ứng gum , Vaên phong Khul pôgôl phong dôt thiên tai păng TKCN  huyện pơm trưk 24/24 giô lơm kơ plah đei não lũ","Văn phòng Ban Chỉ huy Phòng chống thiên tai và TKCN huyện tổ chức trực theo chế độ 24/24 giờ trong thời gian xảy ra bão lũ, Đối với công tác thường trực ứng cứu",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
"Kiơ kơ khôi juăt lâm pơlei, drănglo mă yơ năng đe drăkăn hŭm dră nglo mă noh jĭ mĭnh 'nu bơngai 'mê̆ măk, yuơ thoi noh mơnhang hăp hal kơ đak kxo hơlŏng dang yơ hăp duh hơdrin ko'nop ah rong tơmo gô 'bok hơdruh hŭm klaih 'mŏi noh pơtơm khĭn tống đak et.","Theo tục lệ của làng đàn ông nhìn phụ nữ tắm là hạng người xấu xa, vì thế dù khát cháy cổ chàng trai vẫn núp sau phía sau vách đá đợi chờ cô gái tắm xong để đến lấy nước uống.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Kiơ năm ngok ngok, brok ngơi hơngơi?","về chầm chậm?, Đi nhanh nhanh",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kiơ oẽi tơ hnam ưh kơ đẽi pham?,Sống trong nhà mà không có máu?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kiơ oẽi tơ hnam ưh kơ đẽipham?,Sống trong nhà mà không có máu?,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Kiơ rim hinh thưk trơ trŏ in: Tô chưk lê mit tin, kơ dô̆ xoang, pơ tĕp rang minh kơ sô̆ unh rang mau kam, yiêu hanh kiơ rim trong tơm, dơ nŏ công cộng.","Bằng các hình thức phù hợp như: Tổ chức lễ mít tinh, biểu diễn nghệ thuật, diễu hành tại các trục đường chính, nơi công cộng, thắp sáng một số địa điểm bằng ánh đèn màu cam",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx
"Kiơ, Bahnar lẽng năm tơ mir kãl kơ hãp?","Cải gì, người Bahnar lẽn rẫy cần cỏ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Kiơ, Bahnar lẽng năm tơ mir kăl kơ hăp?","Cái gì, người Bahnar lên rẫy cần có?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kiơ, kon Bahnar bờn peh ba păng kiơ?",Bà con ta giã gạo bằng cái gì?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kiơ, kon Bahnar bởn peh ba păng kiơ?",Bà con ta giã gạo bằng cải gì?,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Kiơ, kon kiơ pơgê juăt rât đe iung?","Con gì, mỗi sáng thức người ta dậy?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kiơ, kon kiơpơgê juăt rât đe iung?","Con gỉ, mỗi sảng thức người ta dậy?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Kiơ, kon kông lẽng sơmăh đẽi gĩt kơ hăp?","Cái gì, dân làng vẫn dùng trong ngày lễ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kiơ, kon kông ỉẽng sơmăh đẽi gĩt kơ hăp?","Cải gì, dân làng vẫn dùng trong ngày lễ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Kiơ, mưh kơ măng rang tơnõ?","Cái gì, trong bóng tối rực lên ấm áp",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kiơ̆ hê̆ thô̆ng yăo yuk kuôk yân păng chĭnh sach miên, yam, dơ gưm jên pơxrăng tâp đưng xơ năm pơxrăm 2015-2016 truh xơ năm pơxrăm 2020 - 2021;","giảm, hỗ trợ chi phí học tập từ năm học 2015 – 2016 đến năm học 2020 - 2021;, iokộc hệ thống giáo dục quốc dân và chính sách miễn",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx
"Kiơ̆ hê̆ thô̆ng yăo yuk kuôk yân păng chĭnh sach miên, yam, tơ gum jên pơxrăng tâp đỏng xơ năm pơxrăng 2015-2016 truh xơ năm pơxrăng 2020 - 2021;","giảm, hỗ trợ chi phí học tập từ năm học 2015 - 2016 đến năm học 2020 - 2021;, iokộc hệ thống giáo dục quốc dân và chính sách miễn",Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx
Kiơ̆ kơ hô̆ unh hnam: Đĕi ap yŭng mưk tơ gưm in adring yoanh nghiê̆p iĕ bơ gloh.,Đối với hộ gia đình: Được áp dụng mức hỗ trợ như đối với doanh nghiệp siêu nhỏ.,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Kiơ̆ kơ rim hơp tak xa, tô hơp tak: đĕi ap yŭng mưk tơ gưm thoigyoanh nghiê̆p iĕ","tổ hợp tác: Được áp dụng mức hỗ trợ như đối với doanh nghiệp nhỏ., Đối với các hợp tác xã",Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
Kiơ̆ kơ yoanh nghiê̆p,Đối với doanh nghiệp,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Kiở, muh măt tở rống, kõng koi tỡ anăp?","Cái gỉ mắt mũi sau lưng, gáy cổ đằng trước?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kla pà ke sîk hàp khan ka Tapai:"" E hri khâr ka înh, înh tahueng tuk e ta hagah, lê phenh halih tu e dah loch lê""","Cọp tức mình mới bảo thỏ rằng: “Mày cứ phá tao hoài, nổi điên tao quăng lên trên đất cho trời sập đè chết đa.”",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Klaih a kom xét, đei 337 tơ dăm đủ điều kiện krao khám sức khỏe pơm nghĩa vụ quân sự xơ năm 2020","Qua họp xét, có 337 thanh niên đủ điều kiện gọi khám sức khỏe thực hiện nghĩa vụ quân sự năm 2020",Kon Tum\Văn bản phát thanh\TT-CS bai 04.xlsx
Klaih keh tơ drong đâu tư pơ jing hnam xương păng jơh tơ mưt hoat đô̆ng san xuâ̆t kinh yoanh.,Đã hoàn thành đầu tư xây dựng nhà xưởng và đi vào hoạt động sản xuất kinh doanh.,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Klaih noh Hrït 'nhâk 'Bok Rah bôk ta bri hataih, wà gah truh ta mir ma 'Bok Rah duh bï le taya.",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Klaih noh kăn hăp 'nhăk dih băl mŭt lâm pơlei, lê̆ bre hăp oei ah noh.","Sau hết bọn kia đem nhau trở vào làng, để hai người ngoi lại đo.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Klaih noh, củng cố hồ sơ, tham mưu pơ jing hội đồng kham jo hâm păng pơ tơm phát lệnh krao khám","Qua đó, củng cố hồ sơ, tham mưu thành tập Hội đồng khám sức khỏe và tiến hành phát lệnh gọi khám",Kon Tum\Văn bản phát thanh\TT-CS bai 04.xlsx
"Klaih pâma, 'nao theng toxe noh hàp cha chek khâr ka 'bok Kla hloh ko ma hadroi dâng.","Nói rôi, lại chọc ghẹo phá phách cọp hơn lần trước., nghỉ một lúc",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Klak tơnhữi, gơdũ tơ teh?","Bụng trên, lưng dưới?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Klo uh pơm 'moi, hnha tơ jih thons krao kơpô, hăp krao khom khŏm duh bĭ 'bôh kơpô tơyơ dĭ đunh dâng ăi hăp 'bòh mĭnh pôm kơne iĕ.","Chàng nghe theo, nhưng gọi mãi chẳng thay trâu đâu mà chĩ thấy một con chuột nhỏ., ra hờ suối gọi trâu",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Klôh Tơ drău,Mâm sáu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Klôh tơdrâu,Mâm sáu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Klôh tơdrâu me,Mâm sáu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
KlôhTơdrâu,Mâm sáu,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Klăn ha bâr tih Bih truh luỡn hloi,Trăn há miệng rộng Rắn đớp nuốt ngay?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Koh bơih mă ưh kơ bôh tơpanh?,Chém xong mà không thấy dấu?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Koh ưh kơ tẽch Hrẽch,Chặt không đứt Dứt,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon ameh mõm Mẽ preh tơlỡ?,Con đòi bú Mẹ xua đi?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon bik jĕ mĕ,Con nằm bên mẹ,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx"
Kon bơne kơ mĕ,Con cảm ơn mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
"Kon bơngai jang sa hơnŭk boih, đe kon tơm Hơra pơxô̆ dih băl wih tơ pơlei hơpong kơ mĕ.","Làm ăn no ấm rồi, các con cái của người phụ nữ đẹp kia bèn hú chuyền báo tin cho nhau kéo về thãm mẹ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kon bơnê kơ mĕ,Con cảm ơn mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Kon bơnê kơmĕ,Con cảm ơn mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
"Kon hơdruh băt kơ mĕ, rĭm năr lech nhâm oei ah kơpal tomo jih đak.","Người con gái nhớ mẹ, thường ra bến nước ngồi trên tảng đá khóc.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kon ier,Con gà,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Kon iĕr âu lang kơmang dum gơhê,Con gà này mào đỏ chót,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
"Kon jum dăr, anăr lẽ măng?","Con đùm đề, bám ngày đêm?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kon kiơ cheh năr âu, kơdâu kơtă hloi?","Con gỉ nở đêm nay, chạy được ngay tức thì?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon kiơ iẽ iẽ tẽ ling lang?,Con gì be bé lại té rất nhiều?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kon kiơ oẽi tơ đak sa pham?
Tơmam kiơ oẽi tơ hnam ưh kơ đẽi khăn?","Con gì sống dưới nước ăn máu?
Cái gì trong nhà không chăn đắp?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kon kiơ, năm tơyơ kữm akhan kơ măt kơdih?",Con gì đi đâu cũng nói tên mình cho nơười ta biết?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon kŏ gam,Con chó đen,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Kon kŏ găm,Con chó đen,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx"
Kon kŏ hơ tăi noh,Con chó dữ này,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Kon kŏ hơtay âu,Con chó dữ này,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Kon kŏ hơtăi,Con chó dữ này,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Kon kŏ hơtăi noh (âu),Con chó dữ này,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
"Kon leng alỡng, jờng mẽ trôk ngăl?","Con đẹp lung linh, chân mẹ dính bùn?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon lẽch trong bỡr,Con ra đằng miệng,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon mă to ji yĕr hơkăn,Con kia là gà mái,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Kon mă to ji yĕr tơmông,Con kia là con trống,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Kon mĩnh hrẽng,Một trăm đứa con xếp,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon mĩnh hrẽng Bẽng minh jõ Trõ mĩnh hlak?,Con một trăm Đeo ống tên Chọc một mũi?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kon nhung bek,Con lợn béo,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx"
Kon nhung pôn tơ var,Con lợn nằm trong chuồng,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Kon nhŭng bek,Con lợn béo,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Kon nhŭng pôn tur var,Con lợn nằm trong chuồng,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Kon noh jĕ 'ier hơkăm,Con kia là gà mái,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Kon noh jĕ 'ier tơniông,Con kia là con trống,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Kon noh jĭ hơ kăm,Con kia là gà mái,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Kon noh jĭ ier hơ kăm,Con kia là con trống,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Kon noh jĭ ier kơxăn,Con kia là gà mái,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Kon noh jĭ tơmong,Con kia là con trống,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Kon oă mâm mẽ kơdah.,"Con muốn bú, mẹ đá ra:",Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx
"Kon oẽi mỡm
Mẽ nhổm hơmrach",Con đang bú Mẹ khóc ré lên,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kon plơi, Bu duh 'long","Dân bản, ai cũng tốt",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Kon pơ nê kơ mẹ,Con cảm ơn mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Kon pơlei 'bôh Bia ưh kơ đei klo chŏng đei kon, đe râu hơnhăm jăm juơ̆, thoi âu thoi to, lach pơpuh.","Làng xóm thấy cô không chồng mà có con, mắng nhiếc thậm tệ., thì bêu riếu",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Kon pơlei 'yŭ krê wă pơlôch Kia, chŏng bĭ đei bu đei jơhngâm pran wă pơlôch Kla.","Dân làng sợ hãi muốn giết cọp, nhưng chẳng ai đủ sức mạnh để làm việc đó.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kon pơlei hơrih sa hơĭn sơnêp pă đei 'yŭ krê kiơ.,Dân làng được sống trong an bình.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Kon pơlei tang bu wă san oh chép go 'bŭng, chĭng chêng dah ge đôih iŏk sem 'bok Rơh.","Lũ làng có ai cần thì mang nồi đồng, chiêng, ché tới đổi, lão đổi cho.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Kon pơlei, bro duh 'lơ̆ng","Dân bản, ai cũng tốt",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
"Kon sâu yang tơm Hơra, duh hơdoi pơngot hrah lơlăi, phe 'ba, 'bum hơ'bo goh gel pă đei.",Đàn cháu của nữ thần Hơ-ra Hơ-rung cũng lâm vào trong cảnh chung ấy.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kon tep jĕ mẹ,Con nằm bên mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Kon tep jĕmĕ,Con nằm bên mẹ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Kon tơdăm dull vvă le lĕ boih.,Người con nghi lắm.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Kon yă jĭ yang 'Ba duh tam lŭi nâr mĕ pơră, hăp păr jur năng thoi yơ.","Nữ thần lúa Xơ-ri chưa tin lời mẹ, bèn rẽ mây bay xuống xem thừ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kon yĕr,Con gà,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Kon yĕr âu tang mrang đum brê,Con gà này mào đỏ chót,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Kop khan kơ 'Bok Kla:,Rùa bảo hổ:,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kop tơ tă kơ đe bôl lĕ:,Rùa bảo các bạn:,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kop tơl:,Rùa thủng thỉnh đáp:,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Kopen mĩnh tãl làng năng pơ đih jup lìbông?,"Khổ một vòng, tháo ra thành cà nước?",Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
Kopỉah tep hâp nhâm plat mảng,Đang ngủ thì nó khóc suốt đêm,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
Kou ier,Con gà,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Kou iĕr,Con gà,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Kông an tinh chi đăo, triên khai rim 'biê̆n phap dâ̆t lễ, xư ly̆ drong 'băo lưk gah kon dră kăn păng đe hyoh kon dră kăn, 'băo lưk kiơ cơ sơ yơ̆i","Công an tỉnh chỉ đạo, bạo lực trên cơ sở giới, triển khai các biện pháp ngăn chặn, xử lý hành vi bạo lực với phụ nữ và trẻ em gái",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx
Krong,Con sông,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx"
Kruh kreh kơteh lâm bong?,Lắc xắc trong cái hỏm?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kruh kreh kơteh lơm bong.,Xọc xạch nghe ở trong gùi,Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx
Kră ao gôh Mơlôh ao get?,Già mặc áo đỏ Nhỏ áo xanh?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kră ao gôh, mơlôh ao nget?","Già áo đỏ, nhỏ áo xanh?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Kră hrâp ao găm, tơđăm hrâp ao đum","Già bận áo đen, trẻ bận áo đỏ",Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx
Kră kiơ hi jung hơkăn ing,Ước gì cô ấy là vợ tôi!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
"Kră ngôi tơlăm, tơdăm ngôi tơ anăih?","Người già ngồi trong, người trẻ ngồi ngoài?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Kră pơlei drao poră kơ kon pơlei athei rơnŏ khong soi wă bơnê kơ plenh teh păng sơng 'nhăk đak wih tơ pơlei.,Già làng thông báo cho dân làng chuẩn bị lễ tạ ơn trời đất để rước nước vê̆ làng.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
